מס' ספק,שם ספק,הזמנה,תאריך,מק'ט,תאור מוצר,ת. אספקה,כמות,יח',מחיר סופי,מטבע,מחיר סופי בשקלים
2030719,אקולוב מסחר אינטגרציה,PO25000538,3/7/2025,16000269,ארונית 24 - 60 ריתוך,3/7/2025,2,יח',4200.00,"ש""ח",4200.00
2030719,אקולוב מסחר אינטגרציה,PO25000538,3/7/2025,16000263,קלוזר 24,3/7/2025,1,יח',1100.00,"ש""ח",1100.00
2030719,אקולוב מסחר אינטגרציה,PO25000539,3/7/2025,16000262,ארונית 48 - 48 ריתוך,3/7/2025,2,יח',4100.00,"ש""ח",4100.00
2030719,אקולוב מסחר אינטגרציה,PO25000544,3/7/2025,16000268,ארונית 24 - 36 ריתוך,3/7/2025,1,יח',2116.00,"ש""ח",2116.00
2030719,אקולוב מסחר אינטגרציה,PO25000663,3/25/2025,16000262,ארונית 48 - 48 ריתוך,3/25/2025,2,יח',4100.00,"ש""ח",4100.00
2030719,אקולוב מסחר אינטגרציה,PO25000698,3/27/2025,16000261,ארונית 24 - 24 ריתוך,3/27/2025,2,יח',2700.00,"ש""ח",2700.00
2030719,אקולוב מסחר אינטגרציה,PO25000698,3/27/2025,16000266,קלוזר 60,3/27/2025,1,יח',1450.00,"ש""ח",1450.00
2030719,אקולוב מסחר אינטגרציה,PO25000738,4/2/2025,16000265,קלוזר 48,4/2/2025,1,יח',1250.00,"ש""ח",1250.00
2030719,אקולוב מסחר אינטגרציה,PO25000859,4/17/2025,16000270,ארונית 48 - 72 ריתוך,4/17/2025,2,יח',6100.00,"ש""ח",6100.00
2030719,אקולוב מסחר אינטגרציה,PO25001029,5/8/2025,16000269,ארונית 24 - 60 ריתוך,5/8/2025,2,יח',4200.00,"ש""ח",4200.00
2030719,אקולוב מסחר אינטגרציה,PO25001032,5/8/2025,16000262,ארונית 48 - 48 ריתוך,5/8/2025,2,יח',4100.00,"ש""ח",4100.00
2030719,אקולוב מסחר אינטגרציה,PO25001032,5/8/2025,16000269,ארונית 24 - 60 ריתוך,5/8/2025,4,יח',8400.00,"ש""ח",8400.00
2030719,אקולוב מסחר אינטגרציה,PO25001035,5/8/2025,16000262,ארונית 48 - 48 ריתוך,5/8/2025,1,יח',2050.00,"ש""ח",2050.00
2030719,אקולוב מסחר אינטגרציה,PO25001035,5/8/2025,16000270,ארונית 48 - 72 ריתוך,5/8/2025,1,יח',3050.00,"ש""ח",3050.00
2030728,"מ.אמתי הספקה טכנית למכונות בע""מ",PO25000310,2/17/2025,20000929,משאבה טבולה עם חיישן מגנטי אנכי,2/17/2025,2,יח',1760.00,"ש""ח",1760.00
2030769,"קום איי טי פתרונות טכנולוגיים בע""מ",PO25000875,4/20/2025,16000036,תשלום עבור ספק COMMIT GCP - עבור חודשים 01-02/25,4/20/2025,1,יח',1651.58,"ש""ח",1651.58
2030769,"קום איי טי פתרונות טכנולוגיים בע""מ",PO25000875,4/20/2025,16000036,COMMIT GCP - שירותי ענן עבור חודשים 04-06/25,4/20/2025,1,יח',2542.37,"ש""ח",2542.37
2030769,"קום איי טי פתרונות טכנולוגיים בע""מ",PO25000972,4/30/2025,16000036,דריו פתרונות - שירותי ענן עבור חודשים 03/25,4/30/2025,1,יח',431.18,"ש""ח",431.18
2030780,גבליקר אבישי,PO25000294,2/16/2025,16000036,מיני באגר לעבודה באתר כיסוי חשבונית 162,2/16/2025,1,יח',2200.00,"ש""ח",2200.00
2030787,"תדיראן פתרונות אנרגיה בע""מ",PO25000231,2/5/2025,26000467,כרטיס מגע יבש לאל פסק תדיראן -  DRY CONTACTS AS400 FOR G2,2/5/2025,4,יח',840.00,"ש""ח",840.00
2030787,"תדיראן פתרונות אנרגיה בע""מ",PO25000231,2/5/2025,26000468,אל פסק TADIRAN POWER 2KVA ON LINE G2L-2000VA/1800W,2/5/2025,4,יח',3680.00,"ש""ח",3680.00
2030809,"אייפינט סולושנס בע""מ",PO25000509,3/4/2025,26001066,"ג'יביק 1000BASE-ZX SFP, Hi 10 Pack - תואם אקסטרים",3/4/2025,30,יח',3450.00,USD,12457.95
2030809,"אייפינט סולושנס בע""מ",PO25000943,4/27/2025,26001066,"ג'יביק 1000BASE-ZX SFP, Hi 10 Pack - תואם אקסטרים",4/27/2025,1,יח',465.95,"ש""ח",465.95
2030809,"אייפינט סולושנס בע""מ",PO25000943,4/27/2025,26001066,"ג'יביק 1000BASE-ZX SFP, Hi 10 Pack - תואם אקסטרים",4/27/2025,1,יח',465.95,"ש""ח",465.95
2030812,"טלאור בטון בע""מ",PO25000059,1/13/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,1/13/2025,7,יח',2240.42,"ש""ח",2240.42
2030812,"טלאור בטון בע""מ",PO25000059,1/13/2025,19000113,הובלה,5/18/2025,1,יח',60.00,"ש""ח",60.00
2030812,"טלאור בטון בע""מ",PO25000113,1/22/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,1/26/2025,3,יח',960.00,"ש""ח",960.00
2030812,"טלאור בטון בע""מ",PO25000113,1/22/2025,19000113,הובלה,5/18/2025,5,יח',300.00,"ש""ח",300.00
2030812,"טלאור בטון בע""מ",PO25000415,2/23/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,2/23/2025,3,יח',960.18,"ש""ח",960.18
2030812,"טלאור בטון בע""מ",PO25000415,2/23/2025,34000048,פתיחת מפעל,2/23/2025,1,יח',2500.00,"ש""ח",2500.00
2030812,"טלאור בטון בע""מ",PO25000453,2/25/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,2/26/2025,3,יח',960.00,"ש""ח",960.00
2030812,"טלאור בטון בע""מ",PO25000453,2/25/2025,19000113,הובלה,5/18/2025,5,יח',300.00,"ש""ח",300.00
2030812,"טלאור בטון בע""מ",PO25000504,3/4/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,3/5/2025,1,יח',320.00,"ש""ח",320.00
2030812,"טלאור בטון בע""מ",PO25000504,3/4/2025,19000113,הובלה,5/18/2025,7,יח',420.00,"ש""ח",420.00
2030812,"טלאור בטון בע""מ",PO25000545,3/9/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,3/9/2025,3,יח',960.00,"ש""ח",960.00
2030812,"טלאור בטון בע""מ",PO25000545,3/9/2025,19000113,הובלה,5/18/2025,5,יח',300.00,"ש""ח",300.00
2030812,"טלאור בטון בע""מ",PO25000627,3/20/2025,34000048,פתיחת מפעל,3/20/2025,1,יח',2500.00,"ש""ח",2500.00
2030812,"טלאור בטון בע""מ",PO25000627,3/20/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,3/20/2025,2,יח',640.12,"ש""ח",640.12
2030812,"טלאור בטון בע""מ",PO25000627,3/20/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,3/20/2025,2,יח',640.12,"ש""ח",640.12
2030812,"טלאור בטון בע""מ",PO25000661,3/24/2025,34000021,בטון מוכן ב-20  שקיעה 4 עדס,3/25/2025,4,יח',1200.00,"ש""ח",1200.00
2030812,"טלאור בטון בע""מ",PO25000661,3/24/2025,34000048,פתיחת מפעל,3/25/2025,1,יח',2500.00,"ש""ח",2500.00
2030812,"טלאור בטון בע""מ",PO25001117,5/18/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,5/18/2025,3,יח',960.00,"ש""ח",960.00
2030812,"טלאור בטון בע""מ",PO25001117,5/18/2025,34000048,פתיחת מפעל,5/18/2025,1,יח',2500.00,"ש""ח",2500.00
2030812,"טלאור בטון בע""מ",PO25001117,5/18/2025,19000113,הובלה,5/18/2025,5,יח',300.00,"ש""ח",300.00
2030812,"טלאור בטון בע""מ",PO25001118,5/18/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,5/18/2025,4,יח',1280.00,"ש""ח",1280.00
2030812,"טלאור בטון בע""מ",PO25001118,5/18/2025,34000048,פתיחת מפעל,5/18/2025,1,יח',2500.00,"ש""ח",2500.00
2030812,"טלאור בטון בע""מ",PO25001118,5/18/2025,19000113,הובלה,5/18/2025,4,יח',240.00,"ש""ח",240.00
2030817,"ניר - טק מוצרי צריכה בע""מ",PO25000965,4/30/2025,25001363,תחנת כח ניידת ECOFLOW DELTAQ 2000MAX,4/30/2025,1,יח',5395.00,"ש""ח",5395.00
2030817,"ניר - טק מוצרי צריכה בע""מ",PO25000965,4/30/2025,25001364,פאנל סולארי ECOFLOW 220 הספק BIFACIAL 220W,4/30/2025,1,יח',1800.00,"ש""ח",1800.00
2030817,"ניר - טק מוצרי צריכה בע""מ",PO25000965,4/30/2025,25001365,כבל מאריך לפאנל סולארי 5 מ' MC4-5,4/30/2025,1,יח',200.00,"ש""ח",200.00
2030844,"א. יאנוס תעשיות בטיחות אש ואלנור בע""מ",PO25000914,4/23/2025,16000036,שירות שנתי ביקורת ותחזוקה למערכת גילוי אש מחסן ברנר,4/29/2025,1,יח',2200.00,"ש""ח",2200.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000281,2/15/2025,16000271,קלוזר 12,2/15/2025,2,יח',1600.00,"ש""ח",1600.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000281,2/15/2025,3800004,ארונית 12,2/15/2025,2,יח',1970.00,"ש""ח",1970.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000281,2/15/2025,16000262,ארונית 48 - 48 ריתוך,2/15/2025,6,יח',12300.00,"ש""ח",12300.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000594,3/13/2025,16000263,קלוזר 24,3/13/2025,2,יח',2200.00,"ש""ח",2200.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000626,3/20/2025,16000261,ארונית 24 - 24 ריתוך,3/20/2025,2,יח',2700.00,"ש""ח",2700.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000793,4/8/2025,16000262,ארונית 48 - 48 ריתוך,4/8/2025,2,יח',4100.00,"ש""ח",4100.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000935,4/27/2025,16000269,ארונית 24 - 60 ריתוך,4/27/2025,1,יח',2100.00,"ש""ח",2100.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000958,4/28/2025,16000261,ארונית 24 - 24 ריתוך,4/28/2025,2,יח',2700.00,"ש""ח",2700.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000983,5/4/2025,16000263,קלוזר 24,5/4/2025,1,יח',1100.00,"ש""ח",1100.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000983,5/4/2025,16000268,ארונית 24 - 36 ריתוך,5/4/2025,2,יח',3560.00,"ש""ח",3560.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000984,5/4/2025,16000263,קלוזר 24,5/4/2025,2,יח',2200.00,"ש""ח",2200.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25000984,5/4/2025,16000268,ארונית 24 - 36 ריתוך,5/4/2025,3,יח',5340.00,"ש""ח",5340.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25001028,5/8/2025,16000266,קלוזר 60,5/8/2025,1,יח',3584.00,"ש""ח",3584.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25001028,5/8/2025,16000269,ארונית 24 - 60 ריתוך,5/8/2025,2,יח',4200.00,"ש""ח",4200.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25001028,5/8/2025,31000153,חיוב עבור עבודת לילה,5/8/2025,1,יח',3892.00,"ש""ח",3892.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25001240,5/28/2025,16000268,ארונית 24 - 36 ריתוך,5/28/2025,1,יח',2116.00,"ש""ח",2116.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25001240,5/28/2025,16000261,ארונית 24 - 24 ריתוך,5/28/2025,1,יח',1350.00,"ש""ח",1350.00
2030848,"יוריקומס (שקלובר) תשתיות ותקשורת בע""מ",PO25001240,5/28/2025,31000153,חיוב עבור עבודת לילה,5/28/2025,1,יח',1733.00,"ש""ח",1733.00
2030853,"דריו פתרונות איי.טי בע""מ",PO25000791,4/8/2025,16000036,דריו פתרונות - שירותי ענן עבור חודשים 12/24-02/25,4/8/2025,1,יח',1805.00,"ש""ח",1805.00
2030853,"דריו פתרונות איי.טי בע""מ",PO25000823,4/11/2025,16000036,דריו פתרונות - שירותי ענן עבור חודשים 04-06/25,4/11/2025,1,יח',1694.91,"ש""ח",1694.91
2030861,"ריש הנדסה בע""מ",PO25000277,2/13/2025,16000036,ביצוע תסקירים רצועות ומתקן הרמה ב 23.01.25,2/13/2025,1,יח',850.00,"ש""ח",850.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000025,1/6/2025,22002882,P120047 00001 - KIT-PB DOUBLE N&D 68 Xtreme,,5,יח',12660.00,"ש""ח",12660.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000120,1/23/2025,22000818,"BL-SMALL-SN מק""ט(323117)(זרוע מתקפלת)",1/23/2025,10,יח',14843.32,"ש""ח",14843.32
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000120,1/23/2025,22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",1/23/2025,10,יח',521.00,"ש""ח",521.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000120,1/23/2025,22001219,BL-FR Xtreme35  P120071 00001,1/23/2025,5,יח',3957.09,"ש""ח",3957.09
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000136,1/26/2025,26000329,2-channel relay output module; relay 2 no/potential free; A,1/26/2025,13,יח',2930.46,"ש""ח",2930.46
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000136,1/26/2025,26000330,8-channel DI module; DC 24V; 3.0 ms; high-side swiching; 1-,1/26/2025,3,יח',663.44,"ש""ח",663.44
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000174,1/29/2025,22002345,"מחסום NIGHT&DAY.3 מק""ט 320000 1.7 ש' RAL 9006",1/29/2025,2,יח',2568.87,EUR,9523.83
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000174,1/29/2025,22000222,"BL-SMALL 30 מק""ט 323101(זרוע 3 מ')",1/29/2025,2,יח',181.97,EUR,674.64
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000174,1/29/2025,22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",1/29/2025,2,יח',28.11,EUR,104.22
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000174,1/29/2025,22001026,LIGHT 3 R/G P120077 00001,1/29/2025,2,יח',258.26,EUR,957.47
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000174,1/29/2025,22000897,OMEGA ATM U354 ULTRA BOOM HOLDER P120062 00001,1/29/2025,2,יח',194.28,EUR,720.27
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000174,1/29/2025,22001245,PS LIGHT P120083,1/29/2025,2,יח',90.99,EUR,337.34
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000175,1/29/2025,22002345,"מחסום NIGHT&DAY.3 מק""ט 320000 1.7 ש' RAL 9006",1/29/2025,1,יח',1284.44,EUR,4761.93
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000175,1/29/2025,22000222,"BL-SMALL 30 מק""ט 323101(זרוע 3 מ')",1/29/2025,1,יח',90.99,EUR,337.34
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000175,1/29/2025,22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",1/29/2025,1,יח',14.05,EUR,52.09
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000175,1/29/2025,22001026,LIGHT 3 R/G P120077 00001,1/29/2025,1,יח',129.13,EUR,478.74
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000175,1/29/2025,22001138,KIT-PB BL-SMALL N3/5-XT5-SPEED P120043 00001,1/29/2025,1,יח',109.69,EUR,406.66
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000175,1/29/2025,22001179,PS LIGHT ALLU₪ Xtreme P120075,1/29/2025,1,יח',38.98,EUR,144.51
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000175,1/29/2025,22001245,PS LIGHT P120083,1/29/2025,1,יח',45.50,EUR,168.69
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000179,1/29/2025,22002345,"מחסום NIGHT&DAY.3 מק""ט 320000 1.7 ש' RAL 9006",1/29/2025,2,יח',2568.87,EUR,9523.83
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000179,1/29/2025,22000222,"BL-SMALL 30 מק""ט 323101(זרוע 3 מ')",1/29/2025,2,יח',181.97,EUR,674.64
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000179,1/29/2025,22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",1/29/2025,2,יח',28.11,EUR,104.22
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000179,1/29/2025,22001026,LIGHT 3 R/G P120077 00001,1/29/2025,2,יח',258.26,EUR,957.47
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000179,1/29/2025,22001138,KIT-PB BL-SMALL N3/5-XT5-SPEED P120043 00001,1/29/2025,2,יח',219.38,EUR,813.33
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000179,1/29/2025,22001245,PS LIGHT P120083,1/29/2025,2,יח',90.99,EUR,337.34
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000181,1/29/2025,22002882,P120047 00001 - KIT-PB DOUBLE N&D 68 Xtreme,1/29/2025,5,יח',3355.00,EUR,12438.33
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000204,2/2/2025,22001067,RAY2-R4 O&O TRANSMITTER 391130,2/2/2025,50,יח',1779.55,"ש""ח",1779.55
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000253,2/10/2025,22001364,כבל לראש בולרד CAVO LUCI DKN FEMMINA 4p,2/10/2025,20,יח',2440.00,"ש""ח",2440.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000253,2/10/2025,22000222,"BL-SMALL 30 מק""ט 323101(זרוע 3 מ')",2/10/2025,25,יח',8433.00,"ש""ח",8433.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000253,2/10/2025,22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",2/10/2025,35,יח',1823.50,"ש""ח",1823.50
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000259,2/10/2025,22001026,LIGHT 3 R/G P120077 00001,2/10/2025,40,יח',19149.46,"ש""ח",19149.46
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000388,2/20/2025,22002384,מפתח למחסום O&O 031584,2/20/2025,20,יח',1900.00,"ש""ח",1900.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000396,2/20/2025,22002722,KIT SOLENOID COIL 230V + CABLE GR I100567 60001,2/20/2025,5,יח',1155.05,"ש""ח",1155.05
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000396,2/20/2025,22002570,סנסור לבולרד KIT FINECORSA I37141860001,2/20/2025,5,יח',845.00,"ש""ח",845.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000518,3/5/2025,22000222,"BL-SMALL 30 מק""ט 323101(זרוע 3 מ')",3/5/2025,50,יח',16866.00,"ש""ח",16866.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000518,3/5/2025,22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",3/5/2025,50,יח',2605.00,"ש""ח",2605.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000518,3/5/2025,22001217,BL-FR STD P120048 00001 (מנגנון פריקת זרוע),3/5/2025,4,יח',3025.12,"ש""ח",3025.12
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000518,3/5/2025,22002345,"מחסום NIGHT&DAY.3 מק""ט 320000 1.7 ש' RAL 9006",3/5/2025,3,יח',14285.76,"ש""ח",14285.76
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000518,3/5/2025,22000222,"BL-SMALL 30 מק""ט 323101(זרוע 3 מ')",3/5/2025,3,יח',1011.96,"ש""ח",1011.96
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000518,3/5/2025,22000274,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",3/5/2025,3,יח',156.30,"ש""ח",156.30
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000518,3/5/2025,22001026,LIGHT 3 R/G P120077 00001,3/5/2025,3,יח',1470.61,"ש""ח",1470.61
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000518,3/5/2025,22001138,KIT-PB BL-SMALL N3/5-XT5-SPEED P120043 00001,3/5/2025,3,יח',1219.98,"ש""ח",1219.98
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000518,3/5/2025,22001245,PS LIGHT P120083,3/5/2025,3,יח',506.01,"ש""ח",506.01
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000621,3/19/2025,19000113,הובלה עבור הזמנה 215348,3/19/2025,1,יח',1133.00,"ש""ח",1133.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000779,4/7/2025,19000113,הובלה אווירית כיסוי ח-ן 8385 להזמנה 388 מאושר רון,4/7/2025,1,יח',187.00,"ש""ח",187.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000779,4/7/2025,19000113,הובלה אווירית כיסוי ח-ן 6341 להזמנה 215850 מאושר רון,4/7/2025,1,יח',272.00,"ש""ח",272.00
2030873,"סיסא אוטומציה ביתית בע""מ",PO25000779,4/7/2025,19000113,הובלה אווירית כיסוי ח-ן 5605 להזמנה 215552+3+6 מאושר רון,4/7/2025,1,יח',1643.00,"ש""ח",1643.00
